0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,183,204,205,205,207,208,205,205,205,205,205,205,205,207,208,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,183,184,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,227,228,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,183,183,183,183,183,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,207,208,205,205,205,205,205,205,205,207,208,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,205,205,205,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,183,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,183,205,205,205,205,205,205,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,206,182,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,205,205,205,205,205,205,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
182,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,184,204,205,207,208,207,208,207,208,206,182,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,184,204,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206,204,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206,204,205,205,207,208,205,205,205,205,205,205,205,207,208,205,205,205,205,205,206
204,208,207,208,205,207,208,205,207,208,205,207,208,205,207,208,205,207,208,205,205,205,205,207,208,207,208,207,208,206,204,205,207,208,205,207,208,205,207,208,205,205,207,208,205,207,208,205,207,208,205,207,208,205,207,208,205,207,208,206,204,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206
226,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,228,226,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,228,226,227,228,226,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,228,226,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,228

